# Matter power spectrum P(k) at redshift z=0
# for k=1.03892e-05 to 126.759 h/Mpc,
# number of wavenumbers equal to 612
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       2.751980246214e-02       2.175486258259e+04 
       2.765789168337e-02       2.168109547340e+04 
       2.779620482556e-02       2.160704405885e+04 
       2.793474705194e-02       2.153280333783e+04 
       2.807352366270e-02       2.145822572835e+04 
       2.821254009921e-02       2.138345177478e+04 
       2.835180194845e-02       2.130848263305e+04 
       2.849131494763e-02       2.123324326778e+04 
       2.863108498899e-02       2.115787698528e+04 
       2.877111812472e-02       2.108222861642e+04 
       2.891142057220e-02       2.100642360110e+04 
       2.905199871931e-02       2.093046999544e+04 
       2.919285913007e-02       2.085432691531e+04 
       2.933400855045e-02       2.077801204326e+04 
       2.947545391441e-02       2.070149787676e+04 
       2.961720235026e-02       2.062494871451e+04 
       2.975926118717e-02       2.054817441228e+04 
       2.990163796208e-02       2.047129913958e+04 
       3.004434042682e-02       2.039428453831e+04 
       3.018737655555e-02       2.031717147385e+04 
       3.033075455253e-02       2.023992244870e+04 
       3.047448286026e-02       2.016257001424e+04 
       3.061857016788e-02       2.008514749825e+04 
       3.076302542009e-02       2.000765483856e+04 
       3.090785782629e-02       1.993003875285e+04 
       3.105307687032e-02       1.985238221099e+04 
       3.119869232049e-02       1.977461896346e+04 
       3.134471424015e-02       1.969685184816e+04 
       3.149115299874e-02       1.961888870116e+04 
       3.163801928332e-02       1.954102475705e+04 
       3.178532411072e-02       1.946312198950e+04 
       3.193307884017e-02       1.938511075510e+04 
       3.208129518661e-02       1.930708204283e+04 
       3.222998523465e-02       1.922903092533e+04 
       3.237916145315e-02       1.915090622623e+04 
       3.252883671060e-02       1.907280815257e+04 
       3.267902429120e-02       1.899470057982e+04 
       3.282973791180e-02       1.891650921644e+04 
       3.298099173971e-02       1.883844676084e+04 
       3.313280041138e-02       1.876033470404e+04 
       3.328517905210e-02       1.868216011618e+04 
       3.343814329670e-02       1.860404473766e+04 
       3.359170931139e-02       1.852593463156e+04 
       3.374589381675e-02       1.844780546221e+04 
       3.390071411198e-02       1.836972936388e+04 
       3.405618810047e-02       1.829168898424e+04 
       3.421233431678e-02       1.821366627999e+04 
       3.436917195518e-02       1.813562051088e+04 
       3.452672089976e-02       1.805766984744e+04 
       3.468500175632e-02       1.797973945536e+04 
       3.484403588603e-02       1.790180463742e+04 
       3.500384544118e-02       1.782392915481e+04 
       3.516445340293e-02       1.774607836587e+04 
       3.532588362145e-02       1.766834530709e+04 
       3.548816085839e-02       1.759053485435e+04 
       3.565131083206e-02       1.751283853126e+04 
       3.581536026536e-02       1.743518941240e+04 
       3.598033693675e-02       1.735751166074e+04 
       3.614626973450e-02       1.727995568170e+04 
       3.631318871440e-02       1.720236184351e+04 
       3.648112516130e-02       1.712493930044e+04 
       3.665011165467e-02       1.704749018700e+04 
       3.682018213864e-02       1.697012647209e+04 
       3.699137199672e-02       1.689278616228e+04 
       3.716371813175e-02       1.681546817224e+04 
       3.733725905139e-02       1.673826190529e+04 
       3.751203495968e-02       1.666105527877e+04 
       3.768808785517e-02       1.658387747896e+04 
       3.786546163621e-02       1.650678394705e+04 
       3.804420221400e-02       1.642971073357e+04 
       3.822435763412e-02       1.635269204317e+04 
       3.840597820729e-02       1.627568069014e+04 
       3.858911665022e-02       1.619877647825e+04 
       3.877382823744e-02       1.612184312568e+04 
       3.896017096531e-02       1.604496024075e+04 
       3.914820572912e-02       1.596804808279e+04 
       3.933799651479e-02       1.589121550422e+04 
       3.952961060649e-02       1.581436393742e+04 
       3.972311881184e-02       1.573757473932e+04 
       3.991859570646e-02       1.566076366205e+04 
       4.011611989981e-02       1.558393281977e+04 
       4.031577432478e-02       1.550713439406e+04 
       4.051764655330e-02       1.543036747423e+04 
       4.072182914103e-02       1.535351599847e+04 
       4.092842000428e-02       1.527671744246e+04 
       4.113752283270e-02       1.519976762818e+04 
       4.134924754215e-02       1.512291770778e+04 
       4.156371077201e-02       1.504595227184e+04 
       4.178103643268e-02       1.496893943389e+04 
       4.200135630908e-02       1.489187628830e+04 
       4.222481072715e-02       1.481473624802e+04 
       4.245154929133e-02       1.473752355674e+04 
       4.268173170212e-02       1.466019717223e+04 
       4.291552866430e-02       1.458278866994e+04 
       4.315312289772e-02       1.450521164232e+04 
       4.339471026507e-02       1.442756176685e+04 
       4.364050103247e-02       1.434972461181e+04 
       4.389072128219e-02       1.427167224770e+04 
       4.414561449945e-02       1.419351854777e+04 
       4.440544335924e-02       1.411516348776e+04 
       4.467049174356e-02       1.403654947185e+04 
       4.494106702499e-02       1.395767191741e+04 
       4.521750265889e-02       1.387858974842e+04 
       4.550016113459e-02       1.379913511426e+04 
       4.578943734550e-02       1.371942642779e+04 
       4.608576244960e-02       1.363932674484e+04 
       4.638960830631e-02       1.355883350929e+04 
       4.670149259324e-02       1.347795733574e+04 
       4.702198472785e-02       1.339658205882e+04 
       4.735171274612e-02       1.331477152951e+04 
       4.769137132355e-02       1.323230697045e+04 
       4.804173116565e-02       1.314931469142e+04 
       4.840365004720e-02       1.306562183335e+04 
       4.877808584554e-02       1.298124749912e+04 
       4.916611199626e-02       1.289608719659e+04 
       4.956893590514e-02       1.281000898187e+04 
       4.998792098423e-02       1.272296708516e+04 
       5.042461315084e-02       1.263490597945e+04 
       5.088077284597e-02       1.254558083655e+04 
       5.135841390588e-02       1.245496045698e+04 
       5.185985097268e-02       1.236284265695e+04 
       5.238775757251e-02       1.226903757874e+04 
       5.294523753990e-02       1.217332959401e+04 
       5.353591313136e-02       1.207542634101e+04 
       5.416403393891e-02       1.197498501277e+04 
       5.483461152136e-02       1.187164143118e+04 
       5.555358534914e-02       1.176484711544e+04 
       5.632802581481e-02       1.165395841785e+04 
       5.716637887099e-02       1.153816201504e+04 
       5.807875266862e-02       1.141633266268e+04 
       5.907723625763e-02       1.128706385140e+04 
       6.017621843407e-02       1.114846419175e+04 
       6.139263231739e-02       1.099798014725e+04 
       6.274597681226e-02       1.083218830936e+04 
       6.425785303435e-02       1.064665009742e+04 
       6.595062403837e-02       1.043562116694e+04 
       6.784476184349e-02       1.019218442335e+04 
       6.995472178243e-02       9.908931336338e+03 
       7.228405531365e-02       9.579342578069e+03 
       7.482177445369e-02       9.200247276041e+03 
       7.754252339652e-02       8.774187110535e+03 
       8.041144658632e-02       8.310626543442e+03 
       8.339154302514e-02       7.825134910468e+03 
       8.644988656118e-02       7.336583579561e+03 
       8.956066710664e-02       6.863921429920e+03 
       9.270538144214e-02       6.423518702785e+03 
       9.587154477471e-02       6.027306286301e+03 
       9.905106129801e-02       5.682153512938e+03 
       1.022388126709e-01       5.389980345980e+03 
       1.054316138810e-01       5.148720147795e+03 
       1.086275022458e-01       4.952584749877e+03 
       1.118252754596e-01       4.793680371130e+03 
       1.150241995918e-01       4.662481960424e+03 
       1.182238275066e-01       4.548877693509e+03 
       1.214238870508e-01       4.443194975800e+03 
       1.246242126085e-01       4.336927698852e+03 
       1.278247033504e-01       4.223439269981e+03 
       1.310252978217e-01       4.098454225551e+03 
       1.342259584932e-01       3.960289692986e+03 
       1.374266623763e-01       3.809731823341e+03 
       1.406273953242e-01       3.649607547008e+03 
       1.438281485712e-01       3.484210199195e+03 
       1.470289166315e-01       3.318577587309e+03 
       1.502296960226e-01       3.157633594325e+03 
       1.534304844897e-01       3.005978537291e+03 
       1.566312805340e-01       2.867084093450e+03 
       1.598320831255e-01       2.743243499041e+03 
       1.630328915276e-01       2.635524589012e+03 
       1.662337051901e-01       2.543687412210e+03 
       1.694345236836e-01       2.466459085524e+03 
       1.726353466587e-01       2.401671208088e+03 
       1.758361738207e-01       2.346641150259e+03 
       1.790370049142e-01       2.298343055844e+03 
       1.822378397126e-01       2.253890522861e+03 
       1.854386780118e-01       2.210878454263e+03 
       1.886395196254e-01       2.166400178384e+03 
       1.918403643822e-01       2.118635950716e+03 
       1.950412121240e-01       2.066579079037e+03 
       1.982420627033e-01       2.010016245302e+03 
       2.014429159831e-01       1.949502009525e+03 
       2.046437718350e-01       1.886177975910e+03 
       2.078446301391e-01       1.821607582547e+03 
       2.110454907826e-01       1.757383990037e+03 
       2.142463536600e-01       1.695023107178e+03 
       2.174472186716e-01       1.635822892098e+03 
       2.206480857239e-01       1.580782339252e+03 
       2.238489547288e-01       1.530509297352e+03 
       2.270498256030e-01       1.485301429733e+03 
       2.302506982680e-01       1.445171200151e+03 
       2.334515726498e-01       1.409769552980e+03 
       2.366524486781e-01       1.378510551913e+03 
       2.398533262865e-01       1.350571541331e+03 
       2.430542054123e-01       1.325024262629e+03 
       2.462550859960e-01       1.300864761022e+03 
       2.494559679809e-01       1.277214412370e+03 
       2.526568513136e-01       1.253339143522e+03 
       2.558577359431e-01       1.228716805564e+03 
       2.590586218210e-01       1.203057187625e+03 
       2.622595089015e-01       1.176258268053e+03 
       2.654603971406e-01       1.148428000170e+03 
       2.686612864968e-01       1.119798989655e+03 
       2.718621769304e-01       1.090775674020e+03 
       2.750630684036e-01       1.061798535994e+03 
       2.782639608802e-01       1.033381971926e+03 
       2.814648543258e-01       1.005961684403e+03 
       2.846657487076e-01       9.799606945913e+02 
       2.878666439942e-01       9.556398925037e+02 
       2.910675401555e-01       9.331246795445e+02 
       2.942684371629e-01       9.123889368058e+02 
       2.974693349888e-01       8.933445286553e+02 
       3.006702336071e-01       8.757569983519e+02 
       3.038711329925e-01       8.593902176929e+02 
       3.070720331209e-01       8.439700740216e+02 
       3.102729339693e-01       8.292241405303e+02 
       3.134738355154e-01       8.148780988036e+02 
       3.166747377380e-01       8.006882431876e+02 
       3.198756406167e-01       7.864576107281e+02 
       3.230765441318e-01       7.720528022723e+02 
       3.262774482646e-01       7.574119094496e+02 
       3.294783529970e-01       7.425531980577e+02 
       3.326792583116e-01       7.275582085286e+02 
       3.358801641916e-01       7.125413560316e+02 
       3.390810706209e-01       6.976413540862e+02 
       3.422819775842e-01       6.830053330987e+02 
       3.454828850664e-01       6.687454061576e+02 
       3.486837930533e-01       6.549695296240e+02 
       3.518847015309e-01       6.417561016460e+02 
       3.550856104860e-01       6.291751395771e+02 
       3.582865199057e-01       6.172400356201e+02 
       3.614874297775e-01       6.059519830164e+02 
       3.646883400897e-01       5.952645374395e+02 
       3.678892508305e-01       5.851066082936e+02 
       3.710901619889e-01       5.753704300417e+02 
       3.742910735541e-01       5.659619699577e+02 
       3.774919855157e-01       5.567877168133e+02 
       3.806928978636e-01       5.477698497162e+02 
       3.838938105883e-01       5.388544955513e+02 
       3.870947236802e-01       5.300064816889e+02 
       3.902956371303e-01       5.212038412884e+02 
       3.934965509299e-01       5.124395500027e+02 
       3.966974650704e-01       5.037129098392e+02 
       3.998983795436e-01       4.950481089658e+02 
       4.030992943416e-01       4.864708054125e+02 
       4.063002094566e-01       4.780218903872e+02 
       4.095011248813e-01       4.697430122449e+02 
       4.127020406083e-01       4.616707642516e+02 
       4.159029566306e-01       4.538311147453e+02 
       4.191038729415e-01       4.462442913972e+02 
       4.223047895344e-01       4.389074541654e+02 
       4.255057064029e-01       4.318165910084e+02 
       4.287066235407e-01       4.249591789028e+02 
       4.319075409420e-01       4.183264532933e+02 
       4.351084586007e-01       4.119025150822e+02 
       4.383093765114e-01       4.056681119297e+02 
       4.415102946685e-01       3.996013953872e+02 
       4.447112130665e-01       3.936736357990e+02 
       4.479121317005e-01       3.878591639905e+02 
       4.511130505653e-01       3.821320968848e+02 
       4.543139696560e-01       3.764753227582e+02 
       4.575148889678e-01       3.708840815709e+02 
       4.607158084962e-01       3.653564794915e+02 
       4.639167282367e-01       3.598971815836e+02 
       4.671176481848e-01       3.545102083183e+02 
       4.703185683363e-01       3.492017566896e+02 
       4.735194886871e-01       3.439754397904e+02 
       4.767204092332e-01       3.388415491145e+02 
       4.799213299706e-01       3.338068400286e+02 
       4.831222508955e-01       3.288839638260e+02 
       4.863231720042e-01       3.240821624860e+02 
       4.895240932930e-01       3.194069770452e+02 
       4.927250147586e-01       3.148564332257e+02 
       4.959259363973e-01       3.104331113877e+02 
       4.991268582060e-01       3.061173347412e+02 
       5.023277801812e-01       3.019010563332e+02 
       5.055287023199e-01       2.977746070446e+02 
       5.087296246190e-01       2.937297920502e+02 
       5.119305470754e-01       2.897598934549e+02 
       5.151314696862e-01       2.858607228431e+02 
       5.183323924486e-01       2.820246329663e+02 
       5.215333153596e-01       2.782450753708e+02 
       5.247342384167e-01       2.745170445538e+02 
       5.279351616170e-01       2.708378392438e+02 
       5.311360849582e-01       2.672076432401e+02 
       5.343370084375e-01       2.636321796993e+02 
       5.375379320525e-01       2.601144098553e+02 
       5.407388558009e-01       2.566599125894e+02 
       5.439397796802e-01       2.532696467772e+02 
       5.471407036881e-01       2.499447900513e+02 
       5.503416278224e-01       2.466829270115e+02 
       5.535425520809e-01       2.434830837126e+02 
       5.567434764615e-01       2.403437347045e+02 
       5.599444009620e-01       2.372657722031e+02 
       5.631453255804e-01       2.342488430791e+02 
       5.663462503146e-01       2.312933866553e+02 
       5.695471751628e-01       2.283957069608e+02 
       5.727481001230e-01       2.255513278133e+02 
       5.759490251934e-01       2.227558111571e+02 
       5.791499503720e-01       2.200042903389e+02 
       5.823508756572e-01       2.172955443862e+02 
       5.855518010472e-01       2.146281414934e+02 
       5.887527265401e-01       2.120030944054e+02 
       5.919536521345e-01       2.094196731021e+02 
       5.951545778286e-01       2.068758826663e+02 
       5.983555036209e-01       2.043717127283e+02 
       6.015564295096e-01       2.019037897149e+02 
       6.047573554935e-01       1.994715406768e+02 
       6.079582815708e-01       1.970750169599e+02 
       6.111592077402e-01       1.947166017602e+02 
       6.143601340002e-01       1.923975303351e+02 
       6.175610603493e-01       1.901190632101e+02 
       6.207619867863e-01       1.878810385710e+02 
       6.239629133098e-01       1.856813040359e+02 
       6.271638399183e-01       1.835176691661e+02 
       6.303647666107e-01       1.813884541960e+02 
       6.335656933856e-01       1.792932295956e+02 
       6.367666202419e-01       1.772314860329e+02 
       6.399675471782e-01       1.752037901931e+02 
       6.431684741934e-01       1.732092698575e+02 
       6.463694012863e-01       1.712465672176e+02 
       6.495703284558e-01       1.693145100603e+02 
       6.527712557006e-01       1.674094020818e+02 
       6.559721830198e-01       1.655304132754e+02 
       6.591731104123e-01       1.636772407475e+02 
       6.623740378769e-01       1.618505468598e+02 
       6.655749654126e-01       1.600514824483e+02 
       6.687758930185e-01       1.582800082652e+02 
       6.719768206934e-01       1.565354397916e+02 
       6.751777484365e-01       1.548168378531e+02 
       6.783786762467e-01       1.531223049595e+02 
       6.815796041230e-01       1.514518464997e+02 
       6.847805320647e-01       1.498045777736e+02 
       6.879814600707e-01       1.481805390846e+02 
       6.911823881402e-01       1.465845226934e+02 
       6.943833162723e-01       1.450125062453e+02 
       6.975842444660e-01       1.434638993526e+02 
       7.007851727207e-01       1.419383982562e+02 
       7.039861010353e-01       1.404344053245e+02 
       7.071870294092e-01       1.389515356094e+02 
       7.103879578415e-01       1.374875552484e+02 
       7.135888863315e-01       1.360448322851e+02 
       7.167898148783e-01       1.346232931045e+02 
       7.199907434812e-01       1.332225598350e+02 
       7.231916721394e-01       1.318417750515e+02 
       7.263926008523e-01       1.304795820200e+02 
       7.295935296190e-01       1.291349739757e+02 
       7.327944584389e-01       1.278078526690e+02 
       7.359953873114e-01       1.264980213919e+02 
       7.391963162356e-01       1.252060157420e+02 
       7.423972452110e-01       1.239322666993e+02 
       7.455981742368e-01       1.226771154690e+02 
       7.487991033125e-01       1.214397376597e+02 
       8.292304563402e-01       9.513739205297e+01 
       9.662550179687e-01       6.536329851899e+01 
       1.280902891809e+00       3.163926495238e+01 
       2.008999715806e+00       8.798363667979e+00 
       3.184047231634e+00       1.835290738510e+00 
       5.046374781892e+00       2.209878270288e-01 
       7.997965038428e+00       4.199610874642e-03 
       1.267592034295e+01       1.721259592107e-03 
       2.008997985971e+01       3.771526707718e-04 
       3.184047231634e+01       3.234957011196e-06 
       5.046374781892e+01       2.204622057398e-07 
       7.997965038428e+01       4.924735824686e-09 
       1.267592034295e+02       7.559567372634e-12 
