# Matter power spectrum P(k) at redshift z=0
# for k=1.03892e-05 to 100.018 h/Mpc,
# number of wavenumbers equal to 811
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       2.628628671169e-02       2.228088514709e+04 
       2.642257231958e-02       2.221169370857e+04 
       2.655904090928e-02       2.214208714813e+04 
       2.669569657994e-02       2.207218211706e+04 
       2.683254353554e-02       2.200203165921e+04 
       2.696958608796e-02       2.193148565563e+04 
       2.710682866020e-02       2.186058205539e+04 
       2.724427578962e-02       2.178950797865e+04 
       2.738193213142e-02       2.171812018801e+04 
       2.751980246214e-02       2.164649103892e+04 
       2.765789168337e-02       2.157454219986e+04 
       2.779620482556e-02       2.150234146647e+04 
       2.793474705194e-02       2.142991033810e+04 
       2.807352366270e-02       2.135721533018e+04 
       2.821254009921e-02       2.128432068013e+04 
       2.835180194845e-02       2.121126082586e+04 
       2.849131494763e-02       2.113795652239e+04 
       2.863108498899e-02       2.106450046168e+04 
       2.877111812472e-02       2.099077621406e+04 
       2.891142057220e-02       2.091685231756e+04 
       2.905199871931e-02       2.084286711068e+04 
       2.919285913007e-02       2.076867283540e+04 
       2.933400855045e-02       2.069432250521e+04 
       2.947545391441e-02       2.061983294939e+04 
       2.961720235026e-02       2.054517608583e+04 
       2.975926118717e-02       2.047044299822e+04 
       2.990163796208e-02       2.039555629580e+04 
       3.004434042682e-02       2.032054078469e+04 
       3.018737655555e-02       2.024544782116e+04 
       3.033075455253e-02       2.017023591774e+04 
       3.047448286026e-02       2.009494646531e+04 
       3.061857016788e-02       2.001955162400e+04 
       3.076302542009e-02       1.994408134704e+04 
       3.090785782629e-02       1.986853644743e+04 
       3.105307687032e-02       1.979294315295e+04 
       3.119869232049e-02       1.971728541330e+04 
       3.134471424015e-02       1.964158501345e+04 
       3.149115299874e-02       1.956580804863e+04 
       3.163801928332e-02       1.948996836950e+04 
       3.178532411072e-02       1.941413301483e+04 
       3.193307884017e-02       1.933823108607e+04 
       3.208129518661e-02       1.926237142294e+04 
       3.222998523465e-02       1.918645179918e+04 
       3.237916145315e-02       1.911051573366e+04 
       3.252883671060e-02       1.903456075403e+04 
       3.267902429120e-02       1.895859087991e+04 
       3.282973791180e-02       1.888255227904e+04 
       3.298099173971e-02       1.880673272318e+04 
       3.313280041138e-02       1.873077310342e+04 
       3.328517905210e-02       1.865478713155e+04 
       3.343814329670e-02       1.857887952032e+04 
       3.359170931139e-02       1.850294407215e+04 
       3.374589381675e-02       1.842706685725e+04 
       3.390071411198e-02       1.835115989424e+04 
       3.405618810047e-02       1.827545476400e+04 
       3.421233431678e-02       1.819968018420e+04 
       3.436917195518e-02       1.812386163392e+04 
       3.452672089976e-02       1.804818198670e+04 
       3.468500175632e-02       1.797251152821e+04 
       3.484403588603e-02       1.789686892221e+04 
       3.500384544118e-02       1.782130198134e+04 
       3.516445340293e-02       1.774573356302e+04 
       3.532588362145e-02       1.767032958757e+04 
       3.548816085839e-02       1.759486108348e+04 
       3.565131083206e-02       1.751954916633e+04 
       3.581536026536e-02       1.744419984285e+04 
       3.598033693675e-02       1.736892412896e+04 
       3.614626973450e-02       1.729376044951e+04 
       3.631318871440e-02       1.721863352292e+04 
       3.648112516130e-02       1.714351678359e+04 
       3.665011165467e-02       1.706852244813e+04 
       3.682018213864e-02       1.699357948723e+04 
       3.699137199672e-02       1.691868373027e+04 
       3.716371813175e-02       1.684388219016e+04 
       3.733725905139e-02       1.676909938547e+04 
       3.751203495968e-02       1.669440713516e+04 
       3.768808785517e-02       1.661982206727e+04 
       3.786546163621e-02       1.654515338540e+04 
       3.804420221400e-02       1.647066882516e+04 
       3.822435763412e-02       1.639619603112e+04 
       3.840597820729e-02       1.632180770331e+04 
       3.858911665022e-02       1.624744979979e+04 
       3.877382823744e-02       1.617313102270e+04 
       3.896017096531e-02       1.609895358309e+04 
       3.914820572912e-02       1.602476916952e+04 
       3.933799651479e-02       1.595057256982e+04 
       3.952961060649e-02       1.587650185173e+04 
       3.972311881184e-02       1.580245285369e+04 
       3.991859570646e-02       1.572843587563e+04 
       4.011611989981e-02       1.565443318422e+04 
       4.031577432478e-02       1.558043943585e+04 
       4.051764655330e-02       1.550654352916e+04 
       4.072182914103e-02       1.543263631697e+04 
       4.092842000428e-02       1.535871315147e+04 
       4.113752283270e-02       1.528483257862e+04 
       4.134924754215e-02       1.521091454665e+04 
       4.156371077201e-02       1.513698915396e+04 
       4.178103643268e-02       1.506308879766e+04 
       4.200135630908e-02       1.498914724057e+04 
       4.222481072715e-02       1.491522335454e+04 
       4.245154929133e-02       1.484123220807e+04 
       4.268173170212e-02       1.476717369242e+04 
       4.291552866430e-02       1.469311242212e+04 
       4.315312289772e-02       1.461901362321e+04 
       4.339471026507e-02       1.454475254198e+04 
       4.364050103247e-02       1.447040659393e+04 
       4.389072128219e-02       1.439600764892e+04 
       4.414561449945e-02       1.432147554539e+04 
       4.440544335924e-02       1.424683006954e+04 
       4.467049174356e-02       1.417203665559e+04 
       4.494106702499e-02       1.409707669953e+04 
       4.521750265889e-02       1.402197464460e+04 
       4.550016113459e-02       1.394663812905e+04 
       4.578943734550e-02       1.387110186285e+04 
       4.608576244960e-02       1.379531700017e+04 
       4.638960830631e-02       1.371925619893e+04 
       4.670149259324e-02       1.364291794626e+04 
       4.702198472785e-02       1.356625796395e+04 
       4.735171274612e-02       1.348925677787e+04 
       4.769137132355e-02       1.341186193766e+04 
       4.804173116565e-02       1.333404604784e+04 
       4.840365004720e-02       1.325573082375e+04 
       4.877808584554e-02       1.317692367049e+04 
       4.916611199626e-02       1.309759624706e+04 
       4.956893590514e-02       1.301763326302e+04 
       4.998792098423e-02       1.293690900966e+04 
       5.042461315084e-02       1.285545985546e+04 
       5.088077284597e-02       1.277314039540e+04 
       5.135841390588e-02       1.268986489899e+04 
       5.185985097268e-02       1.260551902537e+04 
       5.238775757251e-02       1.251993824920e+04 
       5.294523753990e-02       1.243297657572e+04 
       5.353591313136e-02       1.234440296012e+04 
       5.416403393891e-02       1.225394169067e+04 
       5.483461152136e-02       1.216132403277e+04 
       5.555358534914e-02       1.206608842134e+04 
       5.632802581481e-02       1.196778337594e+04 
       5.716637887099e-02       1.186566581219e+04 
       5.807875266862e-02       1.175880156443e+04 
       5.907723625763e-02       1.164593388671e+04 
       6.017621843407e-02       1.152542216123e+04 
       6.139263231739e-02       1.139486963672e+04 
       6.274597681226e-02       1.125103143115e+04 
       6.425785303435e-02       1.108955415579e+04 
       6.595062403837e-02       1.090461379221e+04 
       6.784476184349e-02       1.068892475498e+04 
       6.995472178243e-02       1.043426755106e+04 
       7.228405531365e-02       1.013284501631e+04 
       7.482177445369e-02       9.779853395392e+03 
       7.754252339652e-02       9.376221843647e+03 
       8.041144658632e-02       8.930352565284e+03 
       8.339154302514e-02       8.457610100174e+03 
       8.644988656118e-02       7.977608988361e+03 
       8.956066710664e-02       7.510684146099e+03 
       9.270538144214e-02       7.074812118449e+03 
       9.587154477471e-02       6.683418996783e+03 
       9.905106129801e-02       6.344514632436e+03 
       1.022388126709e-01       6.060824521073e+03 
       1.054316138810e-01       5.830510210009e+03 
       1.086275022458e-01       5.647902874900e+03 
       1.118252754596e-01       5.504684267734e+03 
       1.150241995918e-01       5.390767927809e+03 
       1.182238275066e-01       5.295122404004e+03 
       1.214238870508e-01       5.206975507694e+03 
       1.246242126085e-01       5.116637347846e+03 
       1.278247033504e-01       5.016345483293e+03 
       1.310252978217e-01       4.900982097476e+03 
       1.342259584932e-01       4.768384056492e+03 
       1.374266623763e-01       4.619343823157e+03 
       1.406273953242e-01       4.457134278134e+03 
       1.438281485712e-01       4.286843259327e+03 
       1.470289166315e-01       4.114534464245e+03 
       1.502296960226e-01       3.946130595495e+03 
       1.534304844897e-01       3.787187225275e+03 
       1.566312805340e-01       3.641908992116e+03 
       1.598320831255e-01       3.513085173858e+03 
       1.630328915276e-01       3.402068886621e+03 
       1.662337051901e-01       3.308682960524e+03 
       1.694345236836e-01       3.231532540331e+03 
       1.726353466587e-01       3.168208607174e+03 
       1.758361738207e-01       3.115645431539e+03 
       1.790370049142e-01       3.070385045110e+03 
       1.822378397126e-01       3.029075342566e+03 
       1.854386780118e-01       2.988904033885e+03 
       1.886395196254e-01       2.946408162574e+03 
       1.918403643822e-01       2.899412005024e+03 
       1.950412121240e-01       2.846678794707e+03 
       1.982420627033e-01       2.787952257105e+03 
       2.014429159831e-01       2.723921245824e+03 
       2.046437718350e-01       2.655984648933e+03 
       2.078446301391e-01       2.586052399100e+03 
       2.110454907826e-01       2.516098089332e+03 
       2.142463536600e-01       2.447962555634e+03 
       2.174472186716e-01       2.383245656065e+03 
       2.206480857239e-01       2.323151823041e+03 
       2.238489547288e-01       2.268406253370e+03 
       2.270498256030e-01       2.219377797259e+03 
       2.302506982680e-01       2.176088207385e+03 
       2.334515726498e-01       2.138146388475e+03 
       2.366524486781e-01       2.104855845980e+03 
       2.398533262865e-01       2.075248844166e+03 
       2.430542054123e-01       2.048247269648e+03 
       2.462550859960e-01       2.022677821196e+03 
       2.494559679809e-01       1.997498566140e+03 
       2.526568513136e-01       1.971852214830e+03 
       2.558577359431e-01       1.945127115857e+03 
       2.590586218210e-01       1.916977694945e+03 
       2.622595089015e-01       1.887303255975e+03 
       2.654603971406e-01       1.856239763657e+03 
       2.686612864968e-01       1.824088249570e+03 
       2.718621769304e-01       1.791336838109e+03 
       2.750630684036e-01       1.758517611148e+03 
       2.782639608802e-01       1.726247292290e+03 
       2.814648543258e-01       1.695076235514e+03 
       2.846657487076e-01       1.665464120584e+03 
       2.878666439942e-01       1.637740551208e+03 
       2.910675401555e-01       1.612029451872e+03 
       2.942684371629e-01       1.588318681632e+03 
       2.974693349888e-01       1.566486628040e+03 
       3.006702336071e-01       1.546270802998e+03 
       3.038711329925e-01       1.527392152642e+03 
       3.070720331209e-01       1.509535918361e+03 
       3.102729339693e-01       1.492384628471e+03 
       3.134738355154e-01       1.475630936303e+03 
       3.166747377380e-01       1.458997514355e+03 
       3.198756406167e-01       1.442260448333e+03 
       3.230765441318e-01       1.425271023609e+03 
       3.262774482646e-01       1.407965202587e+03 
       3.294783529970e-01       1.390370434826e+03 
       3.326792583116e-01       1.372586050549e+03 
       3.358801641916e-01       1.354748446869e+03 
       3.390810706209e-01       1.337021847356e+03 
       3.422819775842e-01       1.319566392803e+03 
       3.454828850664e-01       1.302518256137e+03 
       3.486837930533e-01       1.286003080250e+03 
       3.518847015309e-01       1.270112410934e+03 
       3.550856104860e-01       1.254896611291e+03 
       3.582865199057e-01       1.240402165467e+03 
       3.614874297775e-01       1.226610367704e+03 
       3.646883400897e-01       1.213474983375e+03 
       3.678892508305e-01       1.200900524039e+03 
       3.710901619889e-01       1.188788406666e+03 
       3.742910735541e-01       1.177018341514e+03 
       3.774919855157e-01       1.165497478697e+03 
       3.806928978636e-01       1.154137360897e+03 
       3.838938105883e-01       1.142883863163e+03 
       3.870947236802e-01       1.131693300940e+03 
       3.902956371303e-01       1.120559960186e+03 
       3.934965509299e-01       1.109458889174e+03 
       3.966974650704e-01       1.098407025171e+03 
       3.998983795436e-01       1.087419659180e+03 
       4.030992943416e-01       1.076530378707e+03 
       4.063002094566e-01       1.065786099890e+03 
       4.095011248813e-01       1.055229547215e+03 
       4.127020406083e-01       1.044897172901e+03 
       4.159029566306e-01       1.034826886824e+03 
       4.191038729415e-01       1.025025939459e+03 
       4.223047895344e-01       1.015498029352e+03 
       4.255057064029e-01       1.006233237494e+03 
       4.287066235407e-01       9.972223941693e+02 
       4.319075409420e-01       9.884502291476e+02 
       4.351084586007e-01       9.799038703217e+02 
       4.383093765114e-01       9.715622599674e+02 
       4.415102946685e-01       9.634021820705e+02 
       4.447112130665e-01       9.553943881129e+02 
       4.479121317005e-01       9.475116836497e+02 
       4.511130505653e-01       9.397271074305e+02 
       4.543139696560e-01       9.320271731159e+02 
       4.575148889678e-01       9.244036345121e+02 
       4.607158084962e-01       9.168584199321e+02 
       4.639167282367e-01       9.093903474422e+02 
       4.671176481848e-01       9.020157940128e+02 
       4.703185683363e-01       8.947294757777e+02 
       4.735194886871e-01       8.875411006917e+02 
       4.767204092332e-01       8.804566435472e+02 
       4.799213299706e-01       8.734832645280e+02 
       4.831222508955e-01       8.666398800110e+02 
       4.863231720042e-01       8.599258305970e+02 
       4.895240932930e-01       8.533504854250e+02 
       4.927250147586e-01       8.469124787175e+02 
       4.959259363973e-01       8.406055871422e+02 
       4.991268582060e-01       8.344180934423e+02 
       5.023277801812e-01       8.283446217836e+02 
       5.055287023199e-01       8.223683617904e+02 
       5.087296246190e-01       8.164839264824e+02 
       5.119305470754e-01       8.106860972336e+02 
       5.151314696862e-01       8.049688316108e+02 
       5.183323924486e-01       7.993261737484e+02 
       5.215333153596e-01       7.937511725709e+02 
       5.247342384167e-01       7.882404737390e+02 
       5.279351616170e-01       7.827899051001e+02 
       5.311360849582e-01       7.774012799351e+02 
       5.343370084375e-01       7.720769490859e+02 
       5.375379320525e-01       7.668238129529e+02 
       5.407388558009e-01       7.616406040352e+02 
       5.439397796802e-01       7.565336613872e+02 
       5.471407036881e-01       7.515014317142e+02 
       5.503416278224e-01       7.465410738748e+02 
       5.535425520809e-01       7.416510803227e+02 
       5.567434764615e-01       7.368310651031e+02 
       5.599444009620e-01       7.320805484516e+02 
       5.631453255804e-01       7.274000700961e+02 
       5.663462503146e-01       7.227877301292e+02 
       5.695471751628e-01       7.182409553866e+02 
       5.727481001230e-01       7.137564004650e+02 
       5.759490251934e-01       7.093285633341e+02 
       5.791499503720e-01       7.049543100520e+02 
       5.823508756572e-01       7.006314989661e+02 
       5.855518010472e-01       6.963598287560e+02 
       5.887527265401e-01       6.921386337495e+02 
       5.919536521345e-01       6.879673654481e+02 
       5.951545778286e-01       6.838458843902e+02 
       5.983555036209e-01       6.797719609391e+02 
       6.015564295096e-01       6.757431006339e+02 
       6.047573554935e-01       6.717588165044e+02 
       6.079582815708e-01       6.678189674278e+02 
       6.111592077402e-01       6.639247785945e+02 
       6.143601340002e-01       6.600779904778e+02 
       6.175610603493e-01       6.562790597353e+02 
       6.207619867863e-01       6.525266033840e+02 
       6.239629133098e-01       6.488196685076e+02 
       6.271638399183e-01       6.451567585422e+02 
       6.303647666107e-01       6.415350076890e+02 
       6.335656933856e-01       6.379542065655e+02 
       6.367666202419e-01       6.344140239452e+02 
       6.399675471782e-01       6.309144572864e+02 
       6.431684741934e-01       6.274550156575e+02 
       6.463694012863e-01       6.240344276718e+02 
       6.495703284558e-01       6.206506694688e+02 
       6.527712557006e-01       6.173013932461e+02 
       6.559721830198e-01       6.139860954956e+02 
       6.591731104123e-01       6.107042357429e+02 
       6.623740378769e-01       6.074560969985e+02 
       6.655749654126e-01       6.042419589449e+02 
       6.687758930185e-01       6.010618110074e+02 
       6.719768206934e-01       5.979153185321e+02 
       6.751777484365e-01       5.948009567766e+02 
       6.783786762467e-01       5.917178561442e+02 
       6.815796041230e-01       5.886651454538e+02 
       6.847805320647e-01       5.856425539948e+02 
       6.879814600707e-01       5.826509570038e+02 
       6.911823881402e-01       5.796901723728e+02 
       6.943833162723e-01       5.767597102637e+02 
       6.975842444660e-01       5.738589974716e+02 
       7.007851727207e-01       5.709873227026e+02 
       7.039861010353e-01       5.681438158429e+02 
       7.071870294092e-01       5.653260257593e+02 
       7.103879578415e-01       5.625351807081e+02 
       7.135888863315e-01       5.597709826657e+02 
       7.167898148783e-01       5.570330084281e+02 
       7.199907434812e-01       5.543211395181e+02 
       7.231916721394e-01       5.516359930788e+02 
       7.263926008523e-01       5.489745170310e+02 
       7.295935296190e-01       5.463375495446e+02 
       7.327944584389e-01       5.437236471338e+02 
       7.359953873114e-01       5.411328460848e+02 
       7.391963162356e-01       5.385655871405e+02 
       7.423972452110e-01       5.360220074190e+02 
       7.455981742368e-01       5.335021049940e+02 
       7.487991033125e-01       5.310046357165e+02 
       7.677992948426e-01       5.166215195560e+02 
       7.870826812370e-01       5.027576671120e+02 
       8.066631169511e-01       4.893703237896e+02 
       8.265559073733e-01       4.764231792096e+02 
       8.467775908917e-01       4.638864144145e+02 
       8.673457173685e-01       4.517302708352e+02 
       8.882786305468e-01       4.399273715605e+02 
       9.095952607777e-01       4.284526290385e+02 
       9.313149332739e-01       4.172843604692e+02 
       9.534571959311e-01       4.064021230548e+02 
       9.760416696361e-01       3.957878115437e+02 
       9.990879229335e-01       3.854259386077e+02 
       1.022615371943e+00       3.753020810692e+02 
       1.046643205536e+00       3.654033530831e+02 
       1.071190334959e+00       3.557185977717e+02 
       1.096275366430e+00       3.462379278867e+02 
       1.121916594591e+00       3.369526186942e+02 
       1.148132014308e+00       3.278551774594e+02 
       1.174939347923e+00       3.189386548429e+02 
       1.202356084946e+00       3.101972942789e+02 
       1.230399531104e+00       3.016259998938e+02 
       1.259086863777e+00       2.932200559704e+02 
       1.288435191096e+00       2.849756155603e+02 
       1.318461612268e+00       2.768892624574e+02 
       1.349183277083e+00       2.689580156115e+02 
       1.380617443012e+00       2.611793825075e+02 
       1.412781528692e+00       2.535510204420e+02 
       1.445693163038e+00       2.460709789664e+02 
       1.479370229577e+00       2.387375838915e+02 
